iter	Logloss
113	0.1917619815
114	0.1916538438
115	0.191548043
116	0.1914833284
117	0.1913906342
118	0.1913052897
119	0.1912158918
120	0.1911189127
121	0.1910060246
122	0.1908989092
123	0.1908452837
124	0.1907882848
125	0.1907206153
126	0.1906325165
127	0.1905280098
128	0.1904981767
129	0.1904370542
130	0.1903742815
131	0.1902668721
132	0.1901477576
133	0.1900853569
134	0.1900161512
135	0.1899302736
136	0.1898760073
137	0.1898074597
138	0.1897264599
139	0.1896199998
140	0.1895148719
141	0.1894341582
142	0.1893488348
143	0.189261188
144	0.1891729696
145	0.1890994604
146	0.1890571277
147	0.1890106203
148	0.1888897489
149	0.1888712473
150	0.1887419847
151	0.1886605421
152	0.18857628
153	0.1885143022
154	0.1884601292
155	0.1883941383
156	0.1883409791
157	0.1883136089
158	0.1882260739
159	0.1881505127
160	0.1880747167
161	0.1880076485
162	0.1879306458
163	0.1878076547
164	0.1877426832
165	0.1876876225
166	0.1876464743
167	0.1875638338
168	0.187458439
169	0.1873902072
170	0.1873159695
171	0.1872685776
172	0.1872435975
173	0.1871839921
174	0.1870932405
175	0.1870248651
176	0.1869493307
177	0.1868563002
178	0.1867472309
179	0.1866952032
180	0.1866220287
181	0.1864851826
182	0.1864235358
183	0.1863654683
184	0.1862666335
185	0.1861635376
186	0.1860794946
187	0.1859930359
188	0.1859134697
189	0.1858551512
190	0.1857724219
191	0.1856925115
192	0.1856301606
193	0.1855589549
194	0.1854165351
195	0.1853436497
196	0.1852376094
197	0.1851509067
198	0.1851320474
199	0.1851030155
200	0.1850434634
201	0.1849700975
202	0.1848989675
203	0.184852385
204	0.1847370071
205	0.1846601877
206	0.184598558
207	0.184587146
208	0.1844959761
209	0.1843968329
210	0.184366762
211	0.1842938936
212	0.1841888371
213	0.1841252434
214	0.184091265
215	0.1840254893
216	0.1839499686
217	0.1838676475
218	0.1838032902
219	0.1837254513
220	0.183640019
221	0.1835945721
222	0.1835324137
223	0.1834462702
224	0.1833802173
225	0.1832991421
226	0.1832477977
227	0.1831922015
228	0.1831257851
229	0.1830400954
230	0.1829658472
231	0.1828845335
232	0.1827990621
233	0.1827405872
234	0.1826505915
235	0.18258467
236	0.1824967771
237	0.1824019788
238	0.1823506968
239	0.1822578168
240	0.1821788181
241	0.1821304392
242	0.1820427766
243	0.1820124221
244	0.1819357385
245	0.1818907316
246	0.1818178064
247	0.1817454533
248	0.1816684308
249	0.1815988653
250	0.1815297202
251	0.1814881039
252	0.1814406121
253	0.1814275291
254	0.1813572224
255	0.1812853069
256	0.1812106199
257	0.1811598073
258	0.1810716405
259	0.1810032154
260	0.1809340415
261	0.1808668908
262	0.1807672798
263	0.1807313227
264	0.1806779289
265	0.1806162924
266	0.1805826165
267	0.1805283842
268	0.1804696715
269	0.1804231236
270	0.1803560186
271	0.1802975179
272	0.1802289356
273	0.1801519376
274	0.1801131412
275	0.1800471821
276	0.1799822253
277	0.1799306163
278	0.1798796542
279	0.1797795553
280	0.1797124516
281	0.1796408111
282	0.1796343161
283	0.17955091
284	0.1794679429
285	0.1793987261
286	0.1793513975
287	0.1792566059
288	0.1792349068
289	0.1791797898
290	0.1791292126
291	0.1790710337
292	0.1790279503
293	0.1789530376
294	0.1788774709
295	0.1787837998
296	0.178744435
297	0.1786893744
298	0.1786031342
299	0.1785296453
300	0.1784668608
301	0.1783905871
302	0.1782875377
303	0.1781889987
304	0.1781166008
305	0.1780339734
306	0.1779801282
307	0.1779225205
308	0.1779197064
309	0.1778694748
310	0.177764482
311	0.1777301117
312	0.1776736224
313	0.1775826183
314	0.1775372614
315	0.1774947369
316	0.1774334261
317	0.1773714023
318	0.1773280766
319	0.177273821
320	0.177210917
321	0.177146246
322	0.1770773065
323	0.1770403755
324	0.176970445
325	0.1769191162
326	0.1768215028
327	0.1767560283
328	0.1766727829
329	0.1766302912
330	0.1765848115
331	0.1765467376
332	0.1764651747
333	0.1763919322
334	0.1763094506
335	0.1762652799
336	0.1762287455
337	0.1761509227
338	0.1760977083
339	0.1760483825
340	0.1759774516
341	0.1759238852
342	0.1758793722
343	0.1758464876
344	0.1757561195
345	0.1757144585
346	0.1756462563
347	0.1755775944
348	0.1755313681
349	0.1754725105
350	0.1754134959
351	0.1753148089
352	0.1752348864
353	0.1751639253
354	0.1750786376
355	0.175034744
356	0.1749748412
357	0.1749344715
358	0.1748897224
359	0.1748243765
360	0.1747604876
361	0.1747032546
362	0.1746213167
363	0.1745782021
364	0.174506974
365	0.1744555814
366	0.1743888452
367	0.1743260926
368	0.1742773469
369	0.1742508164
370	0.1741881556
371	0.1741443399
372	0.1741036459
373	0.1740729083
374	0.1740336486
375	0.1740006313
376	0.1739510502
377	0.1739463517
378	0.1739157575
379	0.173897965
380	0.1738571563
381	0.1737842646
382	0.1737494327
383	0.1736982277
384	0.1736752556
385	0.1736130116
386	0.1735886654
387	0.1735189119
388	0.1734727893
389	0.1734174452
390	0.1733530272
391	0.1732891527
392	0.1732455456
393	0.1731807394
394	0.1730933369
395	0.1730658761
396	0.173021071
397	0.1729658555
398	0.172907994
399	0.1728477022
400	0.1727938935
401	0.1727224333
402	0.1726718837
403	0.1726420527
404	0.1726152235
405	0.172560566
406	0.1725155256
407	0.1724507971
408	0.1724050246
409	0.1723392515
410	0.17231403
411	0.1722479471
412	0.1721773364
413	0.1721731355
414	0.1721147914
415	0.1720774705
416	0.1720489862
417	0.1720191321
418	0.1719611472
419	0.1719129914
420	0.1718910566
421	0.1718379707
422	0.1717779197
423	0.1717329337
424	0.1716481495
425	0.1715819025
426	0.1715095768
427	0.1714941351
428	0.1714696023
429	0.171404476
430	0.171365733
431	0.1712977405
432	0.1712400826
433	0.1712326441
434	0.1711973526
435	0.1711303825
436	0.1710868291
437	0.1710435855
438	0.1709714079
439	0.1709393742
440	0.1708898725
441	0.1708335242
442	0.1707802718
443	0.1707301694
444	0.1706728986
445	0.1706608034
446	0.1705792756
447	0.1705328087
448	0.1704636542
449	0.1704010215
450	0.170335206
451	0.1702841546
452	0.1702335546
453	0.1701578643
454	0.170114199
455	0.1700833494
456	0.1700609065
457	0.1700058476
458	0.1699580077
459	0.1699048728
460	0.1698684453
461	0.1698498987
462	0.1697812956
463	0.1697129427
464	0.1696627652
465	0.1696308739
466	0.1695919696
467	0.1695332683
468	0.1694633994
469	0.1694016533
470	0.1693382617
471	0.1693027296
472	0.1692497081
473	0.1691835097
474	0.1691287953
475	0.1690846814
476	0.169026619
477	0.1689785199
478	0.1689270867
479	0.168824549
480	0.1687723269
481	0.1687478465
482	0.1686954982
483	0.168644661
484	0.1686013169
485	0.1685257538
486	0.1684574137
487	0.1683967519
488	0.1683511442
489	0.1683127147
490	0.1682563981
491	0.1682079138
492	0.1681833604
493	0.168140425
494	0.1681014827
495	0.1680521412
496	0.1680085332
497	0.1679501547
498	0.1679057382
499	0.1678700373
500	0.1678131365
501	0.1677713966
502	0.1677185607
503	0.1676984911
504	0.1676489261
505	0.167576249
506	0.1675287792
507	0.1674920314
508	0.1674485556
509	0.167376537
510	0.1673446148
511	0.1673032329
512	0.167238179
513	0.1671777498
514	0.1671385041
515	0.1670952387
516	0.1670305468
517	0.1669745447
518	0.1669146389
519	0.1668335528
520	0.1667916039
521	0.1667546731
522	0.1667236691
523	0.1667118145
524	0.166663583
525	0.1666354342
526	0.1665896428
527	0.1665484026
528	0.16649813
529	0.1664417873
530	0.1664078159
531	0.1663719002
532	0.1663018887
533	0.1662458703
534	0.1662227859
535	0.166180776
536	0.1661584324
537	0.1661153867
538	0.1660830623
539	0.1660428219
540	0.1660121331
541	0.1659512999
542	0.1659092495
543	0.165868594
544	0.1658075965
545	0.1657616973
546	0.1656929452
547	0.1656368952
548	0.1656357185
549	0.1656047005
550	0.1655807471
551	0.1655536848
552	0.1655157464
553	0.1654553602
554	0.1653736836
555	0.1653197054
556	0.1652866511
557	0.1652072571
558	0.1651715682
559	0.1651224222
560	0.1650911275
561	0.1650788173
562	0.1650457194
563	0.1650041565
564	0.1649756143
565	0.164926833
566	0.1648951498
567	0.1648694676
568	0.1648174726
569	0.1647756261
570	0.164731701
571	0.1646829552
572	0.1646336896
573	0.1645920161
574	0.164536908
575	0.1644730677
576	0.1644222575
577	0.164379766
578	0.1643403239
579	0.1643136691
580	0.1642708362
581	0.1642470486
582	0.1642136666
583	0.1641598659
584	0.1641171974
585	0.1641014097
586	0.1640892447
587	0.1640282671
588	0.1639808732
589	0.1639301527
590	0.1638720029
591	0.1638178991
592	0.163760845
593	0.1637125014
594	0.1636801894
595	0.1636458805
596	0.1636113324
597	0.1635871109
598	0.1635651983
599	0.163532022
600	0.1634890302
601	0.1634656888
602	0.1634257012
603	0.1633826845
604	0.1633462415
605	0.1633047241
606	0.1632649288
607	0.1632292658
608	0.163197516
609	0.1631296689
610	0.1630742196
611	0.1630344181
612	0.1629900501
613	0.1629682535
614	0.1629381323
615	0.1628973261
616	0.162848911
617	0.1628225019
618	0.1627841216
619	0.1627575683
620	0.1627046431
621	0.162660255
622	0.1625994511
623	0.1625166118
624	0.1624775164
625	0.1624419351
626	0.1624039861
627	0.1623456726
628	0.1623168138
629	0.1622535926
630	0.1621979653
631	0.1621484977
632	0.1620929472
633	0.1620518674
634	0.1620251683
635	0.1620064251
636	0.1619838255
637	0.1619280139
638	0.1618948936
639	0.1618295748
640	0.1617916895
641	0.1617654721
642	0.1617326204
643	0.1617047011
644	0.1616560597
645	0.1616129943
646	0.1615758768
647	0.1615549675
648	0.1614802218
649	0.1614437371
650	0.161371501
651	0.1613195177
652	0.1612814339
653	0.1612255547
654	0.1611872011
655	0.1611541467
656	0.1610948193
657	0.1610460096
658	0.1610096552
659	0.1609487017
660	0.1609095211
661	0.1608795346
662	0.1608534526
663	0.1608236869
664	0.1607904574
665	0.1607521791
666	0.1607219618
667	0.1606841098
668	0.1606621216
669	0.1605879704
670	0.1605528028
671	0.1604818065
672	0.1604488612
673	0.1604073524
674	0.1603536424
675	0.160311636
676	0.1602755172
677	0.1602196878
678	0.16018019
679	0.1601465453
680	0.1600902504
681	0.1600432736
682	0.1600021057
683	0.1599657273
684	0.1599182526
685	0.1598882981
686	0.1598431145
687	0.1598067118
688	0.1597839621
689	0.1597611108
690	0.1597128624
691	0.1596683089
692	0.1596336638
693	0.1595779332
694	0.1595269213
695	0.1594923871
696	0.1594492167
697	0.1594026832
698	0.1593492512
699	0.1593120073
700	0.1592748823
701	0.1592343317
702	0.1591815398
703	0.1591295493
704	0.1590885378
705	0.1590296326
706	0.1589695092
707	0.1589332637
708	0.158905453
709	0.1588744057
710	0.1588105725
711	0.1587485094
712	0.1586986167
713	0.1586619529
714	0.1586342878
715	0.1585780002
716	0.1585445541
717	0.1585359981
718	0.1585000947
719	0.1584532655
720	0.1584071409
721	0.1583698121
722	0.158337942
723	0.1582878276
724	0.158248978
725	0.1582065736
726	0.1581823726
727	0.1581559879
728	0.1581063618
729	0.1580463947
730	0.1580268236
731	0.1579792455
732	0.1579310843
733	0.1579005738
734	0.1578581503
735	0.1578236609
736	0.1577729222
737	0.1577052449
738	0.1576675581
739	0.1576338597
740	0.1575804483
741	0.1575499012
742	0.1575352091
743	0.1574807127
744	0.1574257511
745	0.1573966557
746	0.1573516509
747	0.1573194837
748	0.1573031023
749	0.1572653698
750	0.1572460092
751	0.1572156302
752	0.1571864298
753	0.1571635202
754	0.1571308759
755	0.1570996175
756	0.1570508486
757	0.1570265753
758	0.1569635146
759	0.1569322497
760	0.1568515095
761	0.1568068849
762	0.1567932457
763	0.1567477363
764	0.1567162675
765	0.1566827684
766	0.1566404364
767	0.1566053783
768	0.1565410643
769	0.1564740305
770	0.1564267893
771	0.1564074651
772	0.1563465668
773	0.1563062749
774	0.1562571633
775	0.1562175946
776	0.1562022952
777	0.1561389659
778	0.1561160049
779	0.1560768658
780	0.1560431871
781	0.1559747828
782	0.1559098689
783	0.1558906381
784	0.1558506342
785	0.1558190526
786	0.1558060326
787	0.1557903325
788	0.1557472886
789	0.1557182234
790	0.1556795686
791	0.1556334673
792	0.1555893625
793	0.1555392084
794	0.1554850189
795	0.1554188004
796	0.1553830166
797	0.1553499321
798	0.1553251816
799	0.1552991103
800	0.1552637104
801	0.1552218752
802	0.1551906313
803	0.1551751755
804	0.1551382147
805	0.1551062205
806	0.1550749534
807	0.1550395358
808	0.1549869149
809	0.1549694595
810	0.1549235956
811	0.1548913784
812	0.1548388005
813	0.1547996928
814	0.1547754755
815	0.154754481
816	0.1547244333
817	0.1546946933
818	0.1546529666
819	0.1546061507
820	0.1545654192
821	0.1545390492
822	0.1544679517
823	0.1544295677
824	0.154399455
825	0.1543516771
826	0.1543090891
827	0.1542413143
828	0.1542027892
829	0.154155797
830	0.1541311079
831	0.1540906869
832	0.1540669205
833	0.1540040869
834	0.1539712439
835	0.1539341085
836	0.153894587
837	0.1538453725
838	0.1538180976
839	0.1538090088
840	0.1537865351
841	0.1537596064
842	0.1537269411
843	0.1536898055
844	0.1536392318
845	0.1535906638
846	0.1535516674
847	0.1535118849
848	0.1534923202
849	0.1534337919
850	0.1533995243
851	0.1533756111
852	0.1533467739
853	0.1533224942
854	0.1532869117
855	0.1532381025
856	0.1531930245
857	0.1531584805
858	0.1531154969
859	0.153086295
860	0.1530481222
861	0.1530254009
862	0.1529939636
863	0.1529648753
864	0.1529299972
865	0.152919582
866	0.1528933076
867	0.1528824626
868	0.1528415434
869	0.1527955346
870	0.1527392849
871	0.1527128906
872	0.1526692555
873	0.1526356131
874	0.1525895522
875	0.1525474984
876	0.1524988776
877	0.1524588141
878	0.1523944917
879	0.1523445904
880	0.152322874
881	0.1522784664
882	0.152235662
883	0.1522084473
884	0.1521765524
885	0.1521484776
886	0.1521018223
887	0.1520704225
888	0.1520362715
889	0.1520139968
890	0.151967142
891	0.1519023998
892	0.1518467224
893	0.1518285225
894	0.151759485
895	0.1517382346
896	0.1516903656
897	0.1516410065
898	0.1516184838
899	0.1515772386
900	0.1515380173
901	0.1514794886
902	0.1514494756
903	0.1514201242
904	0.1513868368
905	0.1513523004
906	0.1513018557
907	0.151261434
908	0.1512267176
909	0.1511925874
910	0.1511618768
911	0.1511320224
912	0.1511042981
913	0.1510474639
914	0.1510240627
915	0.1509959668
916	0.150954443
917	0.150933957
918	0.1509053389
919	0.1508572436
920	0.1508276847
921	0.1507756697
922	0.1507227228
923	0.1506992923
924	0.1506608161
925	0.1506327471
926	0.1506141728
927	0.1505993058
928	0.1505781405
929	0.1505588609
930	0.1505267119
931	0.1504936262
932	0.1504574054
933	0.1504188049
934	0.1503960745
935	0.1503578466
936	0.150327238
937	0.1503044353
938	0.1502717794
939	0.1502264809
940	0.1501922867
941	0.1501550622
942	0.1500949682
943	0.1500656877
944	0.1500255842
945	0.1499905286
946	0.1499687405
947	0.1499165861
948	0.149883119
949	0.149873378
950	0.1498255302
951	0.1497894166
952	0.1497483317
953	0.1497125501
954	0.1496808457
955	0.1496377541
956	0.1496039706
957	0.1495732961
958	0.1495505542
959	0.1495310554
960	0.1494829159
961	0.1494503054
962	0.1494092189
963	0.1493740456
964	0.1493519606
965	0.1493335787
966	0.1493045401
967	0.1492923836
968	0.1492522459
969	0.1492180178
970	0.149180567
971	0.1491388921
972	0.1491081478
973	0.1490808815
974	0.1490323335
975	0.1489760898
976	0.1489561388
977	0.1489144252
978	0.1488665288
979	0.1488276617
980	0.1487835751
981	0.1487462039
982	0.148705894
983	0.1486765265
984	0.1486414417
985	0.148607754
986	0.1485836773
987	0.1485498529
988	0.1485285445
989	0.1484943522
990	0.1484496738
991	0.1484341078
992	0.148398381
993	0.148367857
994	0.1483372179
995	0.1483109194
996	0.148271803
997	0.1482500228
998	0.1482003817
999	0.1481737243
